player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Butler,3,1,3,1,1,0,0,.252,.309,.451
D. Avans,1,0,1,0,0,0,0,1.000,1.000,1.000
J. Wilson,4,0,1,0,0,0,0,.348,.390,.490
B. Rooker,4,0,0,0,0,0,1,.250,.318,.459
T. Soderstrom,4,0,0,0,0,0,4,.264,.332,.453
M. Andujar,3,0,1,0,0,0,1,.318,.348,.429
L. Davidson,0,0,0,0,0,0,0,.500,.600,.750
S. Langeliers,3,0,0,0,0,0,2,.237,.305,.424
W. MacIver,0,0,0,0,0,0,0,.250,.250,.250
C. Alexander,3,0,0,0,0,0,1,.333,.333,.333
L. Urias,3,0,0,0,0,0,0,.246,.331,.413
D. Clarke,3,0,1,0,0,0,1,.077,.077,.077
