player,ip,h,r,er,bb,k,hr,pc_st,era
C. Povich,6.0,6,5,5,0,4,1,103-65,5.55
C. Perez,0.1,0,2,1,1,1,0,16-8,9.20
M. Bowman,0.2,3,2,2,0,1,1,18-13,5.51
G. Soto,1.0,1,0,0,0,1,0,14-10,4.38
