player,ip,h,r,er,bb,k,hr,pc_st,era
J. Berrios,6.0,4,1,1,2,5,1,89-55,3.67
C. Green,1.0,0,0,0,0,1,0,12-8,3.76
B. Little,1.2,0,0,0,0,2,0,20-14,1.29
J. Hoffman,0.1,1,0,0,0,0,0,7-4,5.74
