player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Duran,4,0,2,1,0,1,0,.283,.333,.439
R. Devers,2,1,0,0,0,3,1,.288,.409,.534
C. Narvaez,4,0,1,0,0,0,1,.297,.362,.478
C. Wong,1,0,0,0,0,0,0,.146,.241,.146
K. Campbell,4,0,1,1,0,0,0,.224,.313,.356
W. Abreu,4,0,1,0,0,0,1,.256,.340,.500
M. Mayer,4,0,1,0,0,0,0,.250,.250,.333
T. Story,3,1,1,0,0,1,1,.222,.269,.325
A. Toro,4,0,0,0,0,0,1,.262,.262,.548
D. Hamilton,2,0,0,0,0,0,2,.197,.230,.310
R. Refsnyder,0,0,0,0,0,2,0,.314,.373,.608
C. Rafaela,0,0,0,0,0,0,0,.220,.275,.327
