player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Wilson,5,0,3,1,0,1,0,.342,.383,.474
B. Rooker,4,1,1,1,1,2,1,.245,.316,.462
T. Soderstrom,4,0,1,1,0,2,1,.275,.344,.471
S. Langeliers,6,1,2,0,0,0,1,.247,.314,.437
M. Andujar,6,1,3,1,0,0,0,.320,.350,.435
L. Urias,4,1,0,0,0,2,2,.261,.348,.437
M. Schuemann,2,0,0,0,0,0,0,.260,.351,.400
L. Butler,4,1,2,0,0,0,1,.241,.301,.422
N. Kurtz,3,1,2,1,0,2,1,.245,.315,.447
L. Davidson,1,0,0,0,0,0,1,.000,.000,.000
D. Clarke,3,0,0,0,0,0,3,.000,.000,.000
C. Alexander,2,0,1,0,0,0,0,.667,.667,.667
