player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
O. Lopez,4,0,0,0,0,0,1,.227,.300,.344
A. Ramirez,4,0,0,0,0,0,1,.240,.302,.459
C. Norby,4,1,1,0,0,0,1,.252,.290,.388
E. Wagaman,4,1,1,0,0,0,1,.249,.296,.378
H. Hernandez,3,0,2,1,0,0,1,.250,.333,.250
D. Myers,1,0,0,0,0,0,0,.302,.356,.438
J. Sánchez,1,0,0,1,0,0,0,.272,.361,.401
N. Fortes,2,0,0,0,0,0,0,.172,.243,.281
L. Hicks,1,0,1,0,0,0,0,.283,.357,.485
J. Sanoja,3,0,0,0,0,0,1,.236,.286,.323
J. Winkler,2,0,0,0,0,0,0,.000,.000,.000
K. Stowers,1,0,0,0,0,0,0,.282,.351,.485
