player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,2,0,0,1,0,1,0,.313,.370,.438
A. Martinez,4,0,0,0,0,0,0,.253,.274,.380
J. Ramirez,4,1,2,1,1,0,0,.327,.384,.555
K. Manzardo,4,1,1,0,0,0,1,.211,.303,.433
C. Santana,3,0,1,0,0,1,1,.262,.371,.401
W. Wilson,0,0,0,0,0,0,0,.216,.310,.297
D. Schneemann,4,0,0,0,0,0,2,.233,.322,.434
B. Naylor,1,1,0,0,0,2,1,.179,.291,.388
D. Fry,1,0,0,0,0,0,1,.000,.000,.000
A. Hedges,0,0,0,0,0,0,0,.113,.217,.283
G. Arias,2,1,0,0,0,1,1,.239,.307,.364
N. Jones,3,0,2,2,0,0,0,.214,.293,.314
J. Noel,1,0,0,0,0,0,0,.149,.173,.234
