player,ip,h,r,er,bb,k,hr,pc_st,era
G. Hoglund,5.0,4,3,3,3,2,0,92-59,5.13
H. Harris,2.2,2,1,1,0,2,1,35-25,3.63
T. Ferguson,0.1,0,0,0,0,1,0,4-4,4.13
M. Miller,1.0,1,0,0,0,1,0,12-8,5.79
