player,ip,h,r,er,bb,k,hr,pc_st,era
C. Holmes,6.0,9,1,1,0,6,1,95-71,2.95
J. Butto,2.0,1,0,0,0,2,0,26-16,3.27
J. Castillo,1.0,0,0,0,0,1,0,13-10,5.40
