player,ip,h,r,er,bb,k,hr,pc_st,era
M. Liberatore,7.0,3,1,1,3,8,0,99-70,3.07
S. Matz,1.0,1,0,0,0,1,0,18-11,1.44
G. Graceffo,1.0,0,0,0,0,0,0,6-5,6.30
