player,ip,h,r,er,bb,k,hr,pc_st,era
T. Bibee,6.1,5,2,2,0,6,0,88-62,3.81
C. Smith,1.2,0,0,0,0,3,0,18-13,2.48
E. Clase,1.0,2,0,0,0,0,0,12-6,3.54
