player,ip,h,r,er,bb,k,hr,pc_st,era
C. Dollander,3.0,8,5,5,1,3,2,78-50,6.85
J. Mejia,1.0,3,3,3,1,0,1,28-17,4.32
V. Vodnik,2.0,0,0,0,1,2,0,36-21,2.35
S. Halvorsen,1.0,3,2,2,0,2,1,18-13,4.91
T. Kinley,1.0,1,2,2,2,2,1,22-13,6.91
Z. Agnos,1.0,2,1,1,1,1,1,23-13,2.70
