player,ip,h,r,er,bb,k,hr,pc_st,era
N. Lodolo,6.0,5,0,0,2,5,0,94-56,3.10
S. Barlow,1.0,0,0,0,1,3,0,19-9,4.01
G. Ashcraft,0.2,3,2,2,2,0,0,29-17,4.18
L. Richardson,0.1,0,0,0,0,0,0,8-5,1.29
