player,ip,h,r,er,bb,k,hr,pc_st,era
B. Pfaadt,3.0,5,6,5,2,2,0,74-48,5.51
T. Henry,4.0,5,3,3,1,7,3,71-47,4.05
K. Graveman,1.0,2,1,1,0,0,0,20-10,2.45
S. Miller,1.0,0,0,0,1,0,0,10-6,1.75
