player,ip,h,r,er,bb,k,hr,pc_st,era
M. Lorenzen,6.0,1,2,2,2,7,1,92-60,4.94
A. Zerpa,1.0,0,0,0,0,2,0,16-11,4.18
J. Schreiber,1.0,0,0,0,0,1,0,15-8,3.51
T. Richards,0.0,2,3,3,2,0,0,20-8,36.00
C. Estevez,1.0,1,0,0,1,1,0,18-12,1.88
