player,ip,h,r,er,bb,k,hr,pc_st,era
C. Rea,5.0,8,5,4,2,4,1,92-57,2.43
D. Pomeranz,1.0,0,0,0,0,0,0,14-11,0.00
B. Keller,1.0,1,0,0,0,0,0,19-12,4.02
D. Palencia,1.0,0,0,0,0,0,0,13-8,1.69
C. Flexen,1.0,1,0,0,0,1,0,12-9,0.00
P. Hodge,1.0,0,0,0,1,0,0,15-9,4.50
R. Pressly,0.0,5,9,8,1,0,0,26-15,7.62
C. Thielbar,1.0,1,0,0,0,2,0,13-8,3.29
