player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Jeffers,3,1,1,0,0,1,1,.273,.369,.417
T. France,4,0,1,1,0,0,0,.251,.313,.361
C. Correa,4,0,0,0,0,0,2,.237,.277,.346
R. Lewis,3,0,0,0,0,1,0,.155,.222,.241
J. Bride,3,0,0,0,0,0,3,.271,.321,.313
K. Clemens,0,0,0,0,0,1,0,.319,.407,.723
H. Bader,4,0,0,0,0,0,1,.276,.359,.433
B. Lee,4,0,0,0,0,0,1,.237,.284,.359
C. McCusker,2,0,0,0,0,0,2,.000,.000,.000
D. Keirsey Jr.,0,0,0,0,0,0,0,.107,.123,.161
T. Larnach,1,0,1,0,0,0,0,.247,.322,.403
W. Castro,3,0,0,0,0,0,2,.232,.312,.357
