player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Pena,4,1,1,0,0,1,0,.297,.363,.445
I. Paredes,2,1,0,1,0,1,0,.267,.369,.475
J. Altuve,4,0,0,0,0,0,2,.267,.316,.410
C. McCormick,0,0,0,0,0,0,0,.262,.354,.310
C. Walker,1,1,0,0,0,0,0,.212,.277,.365
M. Dubon,2,0,1,0,0,0,0,.276,.308,.379
V. Caratini,4,0,2,2,0,0,0,.280,.360,.420
J. Meyers,3,0,0,0,0,1,1,.293,.353,.407
C. Smith,4,0,1,1,0,0,1,.261,.340,.387
Z. Dezenzo,3,2,2,1,1,1,0,.247,.330,.382
B. Rodgers,2,0,0,0,0,0,1,.194,.266,.265
Y. Diaz,2,0,0,0,0,0,0,.229,.270,.358
