player,ip,h,r,er,bb,k,hr,pc_st,era
C. Sale,7.0,4,1,1,1,6,1,95-64,3.36
D. Hernandez,1.0,1,0,0,1,1,0,19-9,1.64
R. Iglesias,1.0,1,1,1,0,1,1,17-10,5.75
