player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Lindor,5,0,3,0,0,0,0,.289,.360,.498
L. Acuna,0,1,0,0,0,0,0,.244,.295,.289
B. Nimmo,4,1,2,2,0,1,0,.232,.298,.420
J. Soto,4,1,0,0,0,1,2,.234,.372,.429
P. Alonso,5,1,1,0,0,0,1,.296,.394,.572
J. McNeil,3,1,1,1,1,0,0,.240,.345,.460
T. Taylor,1,0,0,1,0,0,0,.233,.296,.326
L. Torrens,4,0,1,2,0,0,1,.250,.339,.385
B. Baty,4,0,1,0,0,0,1,.230,.275,.417
J. Young,2,1,1,1,1,0,0,.200,.273,.550
S. Marte,2,0,0,0,0,0,0,.243,.346,.387
R. Mauricio,4,2,2,1,1,0,0,.188,.188,.438
