player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J.P. Crawford,4,0,1,0,0,1,1,.292,.416,.398
J. Polanco,3,1,0,0,0,2,0,.356,.406,.724
J. Rodriguez,4,2,3,1,1,0,0,.221,.323,.407
R. Arozarena,3,0,0,0,0,1,1,.218,.367,.403
L. Rivas,0,1,0,0,0,0,0,.341,.471,.366
M. Garver,4,0,0,0,0,0,2,.214,.371,.286
C. Raleigh,1,0,1,2,0,0,0,.246,.364,.577
D. Moore,4,0,1,1,0,0,1,.284,.337,.541
D. Solano,3,0,1,0,0,0,1,.148,.161,.167
R. Tellez,2,0,0,0,0,0,2,.205,.263,.411
B. Williamson,4,1,1,0,0,0,2,.254,.284,.338
M. Mastrobuoni,4,0,2,1,0,0,1,.238,.319,.286
