player,ip,h,r,er,bb,k,hr,pc_st,era
H. Brown,5.1,4,1,1,5,9,0,101-57,1.82
S. Okert,0.2,0,1,1,1,2,0,11-7,2.20
S. Dubin,2.0,1,1,1,0,0,1,24-16,1.88
J. Hader,1.0,1,0,0,1,2,0,24-16,1.29
B. Sousa,1.0,0,0,0,1,2,0,18-11,2.25
