player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Lindor,3,0,0,0,0,1,0,.283,.355,.462
J. Soto,2,0,0,0,0,2,0,.254,.384,.433
P. Alonso,3,0,0,1,0,1,3,.341,.463,.659
S. Marte,4,0,1,0,0,0,1,.188,.293,.313
B. Nimmo,4,0,0,0,0,0,0,.211,.272,.406
M. Vientos,4,0,1,0,0,0,1,.220,.301,.370
J. McNeil,3,0,0,0,0,0,0,.219,.278,.375
F. Alvarez,3,0,2,0,0,0,1,.314,.385,.429
T. Taylor,3,1,0,0,0,0,2,.250,.294,.385
