player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Bichette,5,0,0,0,0,0,3,.278,.313,.371
V. Guerrero Jr.,3,1,1,0,0,1,1,.275,.362,.412
A. Santander,4,1,1,1,1,0,2,.180,.267,.331
G. Springer,4,1,2,2,1,0,1,.316,.419,.541
A. Kirk,4,0,2,0,0,0,0,.269,.294,.356
D. Varsho,4,0,0,0,0,0,3,.167,.286,.500
E. Clement,4,0,1,0,0,0,1,.224,.256,.282
M. Straw,3,0,1,0,0,0,0,.273,.310,.382
N. Lukes,1,0,0,0,0,0,0,.267,.382,.378
A. Gimenez,4,0,1,0,0,0,0,.192,.271,.304
