player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Turner,4,0,0,0,0,0,1,.301,.355,.445
K. Schwarber,4,1,1,1,1,0,1,.255,.379,.557
A. Bohm,4,0,1,0,0,0,1,.274,.312,.384
N. Castellanos,3,0,1,0,0,0,1,.285,.327,.426
J.T. Realmuto,3,0,0,0,0,0,0,.223,.292,.355
E. Sosa,2,0,0,0,0,0,0,.275,.323,.363
B. Stott,1,0,0,0,0,0,0,.243,.308,.344
O. Kemp,3,0,0,0,0,0,2,.000,.000,.000
W. Wilson,2,0,0,0,0,0,2,.152,.282,.242
B. Marsh,1,0,0,0,0,0,0,.211,.315,.312
J. Rojas,2,0,1,0,0,0,0,.245,.299,.330
M. Kepler,1,0,0,0,0,0,0,.212,.299,.370
