player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J.P. Crawford,5,1,2,0,0,0,1,.266,.386,.367
J. Polanco,3,0,0,0,0,0,2,.285,.338,.562
M. Garver,2,0,0,0,0,0,1,.221,.348,.273
J. Rodriguez,5,1,1,1,0,0,1,.230,.306,.415
C. Raleigh,4,1,2,2,1,0,2,.258,.373,.593
R. Arozarena,4,0,1,0,0,0,1,.231,.364,.399
R. Tellez,1,0,0,0,0,1,0,.205,.268,.455
D. Moore,1,0,0,0,0,1,1,.277,.341,.509
L. Taveras,4,1,3,1,1,0,0,.212,.236,.385
M. Mastrobuoni,2,1,1,1,1,2,0,.213,.297,.281
D. Solano,0,0,0,0,0,0,0,.138,.162,.169
B. Williamson,3,0,0,0,0,1,1,.233,.264,.293
