player,ip,h,r,er,bb,k,hr,pc_st,era
F. Peralta,6.0,1,0,0,2,3,0,90-55,2.69
R. Zastryzny,1.0,1,1,1,0,2,1,16-11,1.04
A. Ashby,2.0,1,0,0,0,1,0,25-18,0.00
