player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,3,0,0,0,0,1,0,.308,.368,.432
A. Martinez,4,0,1,0,0,0,0,.253,.273,.377
J. Ramirez,4,1,2,0,0,0,0,.330,.386,.553
D. Fry,3,0,1,1,0,0,2,.250,.250,.250
K. Manzardo,1,0,0,0,0,0,0,.210,.301,.431
C. Santana,4,1,1,0,0,0,1,.262,.368,.403
G. Arias,4,0,1,0,0,0,3,.239,.306,.362
W. Wilson,2,0,0,0,0,1,1,.205,.311,.282
D. Schneemann,1,0,1,1,0,0,0,.238,.327,.438
B. Naylor,4,0,0,0,0,0,0,.174,.284,.377
J. Noel,2,0,0,0,0,0,2,.146,.170,.229
N. Jones,1,0,0,0,0,0,0,.213,.291,.312
