player,ip,h,r,er,bb,k,hr,pc_st,era
K. Montero,4.2,7,0,0,1,2,0,72-53,4.02
T. Holton,1.0,1,0,0,0,1,0,16-11,3.51
C. Lee,1.1,0,0,0,0,1,0,12-9,1.15
T. Kahnle,1.0,1,0,0,0,0,0,13-9,1.40
W. Vest,1.0,0,0,0,0,0,0,9-7,1.93
