player,ip,h,r,er,bb,k,hr,pc_st,era
C. Bassitt,5.0,7,5,5,2,6,2,82-56,3.80
M. Fluharty,1.0,0,0,0,0,1,0,9-6,3.52
Y. Rodriguez,1.0,0,0,0,1,0,0,14-5,2.86
B. Little,1.0,0,0,0,1,0,0,12-5,1.40
C. Green,1.0,3,2,2,0,1,0,19-13,4.07
