player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Tatis Jr.,5,0,0,0,0,0,1,.275,.342,.500
J. Merrill,5,0,1,0,0,0,1,.333,.365,.509
M. Machado,4,1,1,1,1,1,1,.319,.391,.497
T. Wade,0,1,0,0,0,0,0,.263,.373,.316
G. Sheets,5,0,0,0,0,0,1,.274,.318,.500
X. Bogaerts,4,1,1,0,0,1,0,.232,.320,.333
J. Cronenworth,3,1,0,0,0,1,1,.244,.383,.465
L. Campusano,1,0,0,0,0,1,1,.000,.353,.000
L. Arraez,2,0,0,0,0,0,0,.281,.315,.405
J. Iglesias,3,0,2,2,0,1,1,.255,.307,.302
M. Maldonado,2,0,0,0,0,0,0,.171,.205,.271
E. Diaz,1,0,0,0,0,0,0,.229,.294,.349
