player,ip,h,r,er,bb,k,hr,pc_st,era
C. Sale,6.2,5,0,0,2,10,0,112-77,4.07
P. Johnson,0.1,0,0,0,0,1,0,4-3,2.77
D. Hernandez,1.0,2,1,1,0,3,0,27-16,2.16
R. Montero,1.0,0,0,0,1,1,0,18-10,3.65
R. Iglesias,1.0,0,0,0,0,2,0,7-7,4.50
