player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,4,1,2,0,0,1,0,.312,.373,.433
A. Martinez,5,1,1,2,1,0,2,.252,.271,.390
J. Ramirez,5,1,1,0,0,0,2,.327,.382,.550
C. Santana,4,0,1,0,0,0,2,.262,.366,.400
K. Manzardo,4,1,1,1,1,0,0,.211,.300,.443
D. Schneemann,4,0,3,1,0,0,0,.254,.338,.463
G. Arias,4,0,0,0,0,0,4,.234,.300,.354
B. Naylor,3,0,1,0,0,0,1,.177,.285,.376
J. Noel,1,0,1,0,0,0,0,.155,.178,.237
N. Jones,3,0,1,0,0,0,1,.215,.292,.313
D. Fry,1,0,0,0,0,0,0,.200,.200,.200
A. Hedges,0,0,0,0,0,0,0,.113,.217,.283
