player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Carroll,5,0,0,0,0,0,1,.271,.345,.579
K. Marte,4,1,1,1,1,0,0,.269,.382,.570
L. Gurriel Jr.,4,0,2,0,0,0,0,.230,.271,.432
J. Naylor,4,0,1,0,0,0,0,.289,.354,.432
E. Suarez,4,0,1,0,0,0,1,.220,.306,.500
P. Smith,2,0,0,0,0,0,0,.287,.403,.473
R. Grichuk,2,1,1,0,0,0,0,.235,.278,.397
G. Perdomo,4,0,0,0,0,0,0,.299,.394,.477
A. Thomas,2,0,0,0,0,0,2,.266,.317,.375
T. Tawa,2,0,1,0,0,0,1,.244,.320,.456
J. Herrera,1,0,0,0,0,2,0,.196,.317,.314
G. Moreno,1,1,1,2,1,0,0,.271,.338,.411
