player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Butler,5,1,2,0,0,0,2,.273,.342,.478
J. Wilson,5,1,2,1,0,0,0,.370,.407,.524
B. Rooker,5,1,1,0,0,0,1,.274,.341,.479
T. Soderstrom,1,1,1,0,0,4,0,.256,.341,.480
S. Brown,4,0,0,0,0,1,4,.207,.324,.293
W. MacIver,5,0,1,1,0,0,2,.227,.261,.273
J. Bleday,2,0,0,1,0,3,2,.196,.296,.346
L. Davidson,4,0,0,0,0,0,2,.150,.261,.200
M. Schuemann,3,0,1,1,0,0,1,.239,.354,.343
