player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Hilliard,5,0,1,1,0,0,2,.333,.385,.667
E. Tovar,4,1,1,0,0,0,2,.258,.301,.406
S. Halvorsen,0,0,0,0,0,0,0,.000,.000,.000
J. Beck,1,0,0,0,0,0,0,.250,.311,.477
Z. Agnos,0,0,0,0,0,0,0,.000,.000,.000
H. Goodman,5,3,3,3,2,0,1,.273,.322,.458
T. Estrada,4,0,3,1,0,0,1,.364,.417,.455
R. McMahon,4,0,1,0,0,0,1,.208,.321,.351
B. Doyle,4,1,1,0,0,0,2,.212,.272,.339
O. Arcia,3,0,0,0,0,1,0,.333,.400,.667
K. Hiura,4,1,1,0,0,0,0,.167,.286,.333
T. Freeman,4,0,1,1,0,0,0,.239,.302,.348
