player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Tatis Jr.,3,1,1,0,0,2,0,.265,.340,.478
L. Arraez,4,0,0,0,0,1,0,.283,.317,.410
M. Machado,4,0,4,2,0,1,0,.315,.380,.489
J. Merrill,5,1,1,0,0,0,3,.323,.364,.511
G. Sheets,4,0,0,0,0,1,0,.260,.318,.481
X. Bogaerts,5,0,1,0,0,0,1,.241,.325,.335
J. Cronenworth,4,0,1,1,0,0,1,.241,.373,.426
T. Wade,2,0,0,0,0,0,0,.230,.329,.270
J. Iglesias,0,0,0,0,0,1,0,.248,.306,.292
B. Lockridge,2,1,2,0,0,0,0,.219,.275,.281
M. Maldonado,2,0,0,0,0,0,1,.169,.200,.260
E. Diaz,3,0,0,0,0,0,2,.213,.275,.315
