player,ip,h,r,er,bb,k,hr,pc_st,era
R. Vasquez,6.1,6,3,3,1,5,1,89-56,3.58
W. Peralta,1.0,0,0,0,1,1,0,21-12,4.57
D. Morgan,0.2,0,0,0,0,0,0,6-4,0.00
R. Suarez,1.0,1,0,0,0,1,0,12-9,2.35
J. Adam,1.0,0,0,0,0,1,0,15-10,1.35
A. Morejon,1.0,0,0,0,0,1,0,11-7,3.09
