player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Meidroth,3,1,2,0,0,1,0,.290,.372,.351
M. Tauchman,3,0,0,0,0,0,1,.348,.455,.609
M. Taylor,1,0,1,0,0,0,0,.200,.261,.343
M. Vargas,2,0,1,0,0,0,0,.238,.315,.424
A. Slater,2,0,1,0,0,0,0,.258,.324,.548
A. Benintendi,2,0,0,0,0,0,0,.242,.316,.425
V. Capra,2,0,0,1,0,0,0,.100,.100,.200
L. Sosa,4,0,0,0,0,0,1,.274,.291,.383
J. Palacios,3,0,0,0,0,0,1,.205,.305,.321
L. Robert Jr.,3,0,0,0,0,0,1,.177,.266,.286
J. Rojas,2,0,0,0,0,1,0,.159,.266,.188
K. Lee,3,0,0,0,0,0,1,.240,.296,.320
