player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
P. Meadows,4,0,1,0,0,0,2,.211,.375,.368
G. Torres,4,0,2,0,0,0,0,.268,.379,.395
K. Carpenter,3,0,0,0,0,0,0,.265,.293,.493
D. Dingler,0,0,0,0,0,0,0,.293,.324,.460
C. Keith,1,0,0,0,0,0,0,.244,.333,.387
R. Greene,4,0,0,0,0,0,4,.272,.325,.488
S. Torkelson,4,0,1,0,0,0,0,.232,.340,.496
W. Perez,3,0,0,0,0,1,0,.294,.351,.647
Z. McKinstry,4,1,1,0,0,0,1,.272,.360,.421
J. Rogers,2,0,0,1,0,1,0,.111,.220,.167
T. Sweeney,2,0,0,0,0,0,0,.220,.276,.309
J. Jones,1,0,1,0,0,0,0,1.000,1.000,2.500
J. Baez,0,0,0,0,0,0,0,.276,.306,.427
