player,ip,h,r,er,bb,k,hr,pc_st,era
L. Knack,6.0,4,3,1,0,5,1,91-58,5.22
J. Dreyer,1.0,1,0,0,0,1,0,16-11,3.18
L. Trivino,1.0,1,0,0,0,2,0,15-10,4.15
