player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J.P. Crawford,4,1,3,2,1,1,1,.267,.386,.377
C. Raleigh,4,1,1,2,1,1,2,.264,.382,.630
J. Rodriguez,5,0,2,0,0,0,2,.242,.314,.416
R. Arozarena,5,0,0,0,0,0,1,.219,.346,.388
R. Tellez,5,0,1,0,0,0,0,.203,.259,.422
M. Garver,5,0,0,0,0,0,3,.204,.321,.258
M. Mastrobuoni,0,1,0,0,0,0,0,.221,.306,.284
L. Taveras,4,0,0,0,0,0,0,.200,.218,.320
C. Young,4,0,1,1,0,1,0,.250,.400,.250
B. Williamson,3,2,2,0,0,0,0,.255,.286,.312
J. Polanco,1,0,0,0,0,0,0,.262,.312,.510
D. Moore,0,0,0,0,0,0,0,.264,.322,.481
