player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Garcia,4,0,1,1,0,1,1,.311,.376,.468
B. Witt Jr.,5,0,1,0,0,0,1,.299,.359,.493
V. Pasquantino,4,0,2,0,0,0,0,.249,.295,.402
S. Perez,4,0,0,0,0,0,1,.224,.261,.342
M. Canha,3,0,0,0,0,0,0,.279,.351,.309
C. Biggio,1,0,0,0,0,0,1,.174,.296,.246
D. Waters,4,1,3,0,0,0,1,.283,.321,.402
D. Blanco,0,0,0,0,0,0,0,.333,.333,.667
N. Loftin,4,1,1,0,0,0,0,.250,.250,.500
K. Isbel,0,0,0,0,0,0,0,.276,.281,.431
M. Massey,4,0,0,0,0,0,1,.205,.222,.267
F. Fermin,4,0,1,1,0,0,0,.240,.283,.300
