player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
P. Meadows,4,0,0,0,0,1,1,.167,.375,.417
G. Torres,4,0,0,0,0,1,2,.264,.379,.396
K. Carpenter,3,0,1,0,0,0,0,.273,.301,.507
A. Ibanez,2,0,0,0,0,0,1,.213,.292,.319
S. Torkelson,4,0,0,0,0,1,1,.227,.339,.486
W. Perez,4,1,2,1,1,0,0,.323,.364,.710
Z. McKinstry,4,1,2,0,0,0,1,.271,.362,.415
J. Baez,4,0,2,0,0,0,0,.275,.305,.429
T. Sweeney,2,0,0,0,0,0,1,.222,.279,.312
C. Keith,0,0,0,0,0,1,0,.244,.335,.390
R. Greene,1,0,0,0,0,0,1,.282,.335,.504
J. Rogers,2,0,0,0,0,0,1,.118,.211,.176
D. Dingler,2,0,1,1,0,0,0,.298,.330,.468
