player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Beck,4,1,0,0,0,0,2,.269,.330,.519
E. Tovar,5,1,0,0,0,0,0,.284,.328,.431
H. Goodman,5,0,2,0,0,0,1,.276,.326,.447
R. McMahon,5,0,1,1,0,0,1,.207,.326,.353
B. Doyle,4,1,1,2,1,1,0,.214,.279,.353
M. Moniak,2,0,1,0,0,0,0,.221,.269,.407
T. Freeman,3,0,1,0,0,0,1,.206,.300,.265
M. Toglia,3,0,0,0,0,1,1,.196,.270,.358
N. Martini,2,0,0,0,0,0,2,.225,.288,.294
K. Farmer,2,0,1,0,0,0,0,.250,.289,.386
A. Schunk,0,0,0,0,0,0,0,.214,.214,.250
A. Amador,3,0,0,0,0,1,0,.146,.240,.225
