player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Tauchman,4,1,3,1,0,1,1,.359,.479,.538
M. Vargas,4,0,0,0,0,1,1,.240,.319,.431
A. Benintendi,4,0,1,1,0,1,0,.237,.315,.430
M. Taylor,0,0,0,0,0,0,0,.192,.254,.337
L. Robert Jr.,5,0,0,0,0,0,3,.182,.269,.294
J. Palacios,3,0,1,0,0,0,0,.217,.314,.340
A. Slater,1,0,0,0,0,1,1,.241,.313,.517
L. Sosa,4,0,0,0,0,0,3,.280,.298,.394
J. Rojas,3,0,2,0,0,1,1,.175,.278,.206
K. Lee,3,0,0,0,0,0,1,.273,.333,.364
E. Quero,0,0,0,0,0,1,0,.257,.347,.312
V. Capra,3,1,1,0,0,0,0,.125,.125,.250
C. Meidroth,1,0,0,0,0,0,0,.274,.357,.331
