player,ip,h,r,er,bb,k,hr,pc_st,era
J. Irvin,5.0,10,6,6,1,0,0,93-61,3.93
A. Chafin,1.0,1,0,0,0,2,0,20-13,2.00
B. Lord,2.0,1,0,0,2,3,0,32-19,4.24
K. Finnegan,1.0,0,1,1,0,0,0,22-14,2.61
