player,ip,h,r,er,bb,k,hr,pc_st,era
C. Patrick,6.2,4,3,3,1,6,1,91-59,3.08
A. Uribe,1.0,1,0,0,2,1,0,25-13,1.62
N. Mears,0.1,0,0,0,0,0,0,5-3,0.68
T. Megill,1.0,0,0,0,0,1,0,6-6,3.48
