player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Ramirez,4,0,0,0,0,1,2,.254,.314,.508
H. Hernandez,1,0,0,0,0,1,1,.000,.500,.000
J. Sánchez,2,0,1,0,0,0,1,.250,.346,.379
E. Wagaman,4,0,1,0,0,0,0,.255,.304,.385
O. Lopez,2,0,0,0,0,1,1,.236,.313,.361
D. Myers,3,0,0,0,0,0,1,.326,.363,.465
L. Hicks,1,0,0,0,0,0,1,.275,.350,.473
C. Norby,4,0,1,0,0,0,1,.275,.317,.427
K. Stowers,3,0,0,0,0,1,2,.286,.359,.500
J. Sanoja,2,0,0,0,0,1,0,.246,.281,.339
N. Fortes,2,0,0,0,0,1,1,.190,.242,.310
V. Mesa Jr.,0,0,0,0,0,1,0,.143,.333,.143
