player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Yastrzemski,3,0,0,0,0,1,0,.263,.366,.413
H. Ramos,4,0,0,0,0,0,1,.287,.352,.482
J. Lee,4,0,1,0,0,0,0,.281,.329,.462
W. Flores,3,0,0,0,0,1,1,.253,.320,.429
M. Chapman,4,0,0,0,0,0,1,.214,.335,.401
W. Adames,3,0,0,0,0,0,2,.213,.294,.347
L. Wade Jr.,3,0,0,0,0,0,0,.169,.278,.277
P. Bailey,3,0,0,0,0,0,2,.174,.233,.258
T. Fitzgerald,3,0,2,0,0,0,1,.286,.342,.419
