player,ip,h,r,er,bb,k,hr,pc_st,era
C. Paddack,5.1,5,2,2,0,5,0,90-64,3.92
B. Stewart,0.2,2,1,1,0,1,1,11-9,3.97
J. Topa,1.1,0,0,0,1,0,0,17-9,2.50
K. Funderburk,0.2,6,4,4,0,0,1,31-19,9.00
