player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,3,1,1,2,1,1,1,.300,.385,.430
S. Espinal,4,0,0,0,0,0,0,.239,.296,.287
T. Stephenson,4,0,0,0,0,1,2,.222,.310,.424
J. Fraley,0,1,0,0,0,0,0,.187,.308,.352
S. Steer,4,0,1,0,0,1,3,.223,.290,.327
C. Encarnacion-Strand,5,1,3,2,1,0,1,.194,.215,.387
J. Trevino,4,0,2,0,0,0,0,.301,.331,.488
C. Joe,2,0,0,0,0,0,0,.265,.297,.324
W. Benson,1,0,0,0,0,0,0,.247,.296,.534
E. De La Cruz,1,0,0,0,0,0,0,.256,.337,.450
M. McLain,3,1,1,0,0,1,2,.177,.274,.297
G. Hampson,2,0,1,0,0,0,0,.214,.267,.286
G. Lux,2,0,0,0,0,0,1,.286,.378,.390
