player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Abrams,4,0,0,0,0,0,0,.303,.363,.546
J. Wood,4,0,0,0,0,0,0,.285,.382,.534
N. Lowe,4,0,1,0,0,0,0,.223,.294,.389
K. Ruiz,4,0,0,0,0,0,0,.276,.320,.365
L. Garcia Jr.,3,0,2,0,0,1,0,.231,.282,.365
J. Bell,2,0,0,0,0,1,1,.154,.254,.295
R. Hassell,3,0,0,0,0,0,1,.250,.250,.250
J. Tena,3,0,1,0,0,0,1,.247,.302,.351
D. Lile,2,0,1,0,0,0,0,.500,.500,.500
A. Call,0,0,0,0,0,1,0,.276,.393,.378
