player,ip,h,r,er,bb,k,hr,pc_st,era
J. Leiter,5.0,6,2,2,5,3,1,94-52,4.17
H. Milner,0.0,0,3,0,0,0,0,13-8,2.49
J. Webb,0.2,3,3,3,2,1,0,28-13,5.09
L. Jackson,0.1,0,0,0,1,0,0,9-5,5.40
C. Boushley,2.0,4,2,2,0,2,1,36-24,5.29
