player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Nootbaar,4,0,1,1,0,0,2,.252,.353,.417
M. Winn,4,0,0,0,0,0,1,.271,.349,.428
B. Donovan,4,0,1,0,0,0,2,.333,.392,.476
W. Contreras,2,0,1,0,0,0,1,.240,.320,.375
N. Gorman,1,0,0,0,0,0,1,.189,.283,.300
I. Herrera,3,0,0,0,0,0,1,.345,.424,.607
P. Pages,1,0,0,0,0,0,0,.211,.248,.361
N. Arenado,2,0,0,0,0,1,0,.236,.311,.387
J. Barrero,1,0,0,0,0,0,0,.167,.211,.389
A. Burleson,4,0,0,0,0,0,1,.279,.325,.408
Y. Pozo,3,0,1,0,0,0,0,.321,.333,.434
V. Scott,2,1,1,0,0,1,1,.265,.342,.359
