player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Acuna Jr.,4,0,1,0,0,1,2,.327,.411,.612
A. Riley,5,1,1,0,0,0,3,.272,.327,.441
M. Olson,2,2,1,2,1,2,1,.239,.344,.465
M. Ozuna,4,1,0,0,0,1,1,.267,.409,.447
J. Azocar,0,0,0,0,0,0,0,.000,.000,.000
O. Albies,4,0,0,0,0,1,0,.230,.307,.343
A. Verdugo,4,0,1,0,0,0,1,.257,.313,.324
E. White,1,0,0,0,0,0,0,.244,.287,.385
S. Murphy,3,0,0,1,0,1,0,.219,.322,.461
M. Harris,4,0,2,1,0,0,1,.236,.266,.333
N. Allen,2,0,0,0,0,1,1,.230,.304,.263
D. Baldwin,1,0,0,0,0,0,0,.308,.357,.521
L. Williams,1,0,0,0,0,0,0,.143,.200,.214
