player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Ramirez,3,0,1,0,0,1,0,.256,.319,.504
H. Hernandez,3,0,0,0,0,0,3,.000,.200,.000
K. Stowers,0,0,0,0,0,0,0,.286,.359,.500
O. Lopez,3,0,0,0,0,0,1,.231,.307,.354
E. Wagaman,3,0,0,0,0,0,0,.251,.300,.379
C. Norby,3,0,0,0,0,0,2,.269,.310,.418
D. Myers,2,1,0,0,0,1,0,.318,.362,.455
N. Fortes,2,0,0,0,0,1,1,.183,.246,.300
J. Sanoja,2,0,1,1,0,0,0,.250,.285,.342
X. Edwards,1,0,0,0,0,0,0,.262,.335,.291
J. Winkler,2,0,0,0,0,0,2,.000,.000,.000
J. Sánchez,1,0,1,0,0,0,0,.256,.351,.383
