player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Stott,2,0,1,0,0,2,1,.260,.325,.376
T. Turner,3,0,0,0,0,1,0,.305,.363,.437
B. Harper,0,0,0,0,0,0,0,.267,.375,.450
E. Sosa,3,0,0,0,0,0,1,.338,.378,.456
K. Schwarber,3,0,0,0,0,1,2,.253,.396,.567
A. Bohm,3,2,1,0,0,1,0,.273,.311,.384
N. Castellanos,4,0,2,0,0,0,1,.275,.319,.396
M. Kepler,3,0,1,1,0,1,1,.230,.319,.412
J.T. Realmuto,3,0,0,1,0,1,2,.228,.302,.374
B. Marsh,2,0,0,0,0,0,1,.220,.308,.308
W. Wilson,1,0,0,0,0,0,1,.217,.308,.348
J. Rojas,1,0,0,0,0,0,1,.250,.304,.326
