player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Haggerty,4,0,1,0,0,0,1,.290,.313,.516
W. Langford,2,0,0,0,0,2,1,.245,.333,.470
J. Jung,4,0,1,0,0,0,1,.284,.315,.471
J. Burger,4,0,0,0,0,0,1,.221,.260,.404
M. Semien,4,0,1,0,0,0,0,.180,.271,.236
J. Heim,4,0,0,0,0,0,2,.260,.305,.420
A. García,3,0,0,0,0,0,1,.215,.267,.373
K. Higashioka,2,0,0,0,0,0,2,.219,.250,.329
J. Pederson,1,0,1,0,0,0,0,.134,.270,.244
T. Barnhart,0,0,0,0,0,0,0,.250,.357,.250
E. Duran,2,0,0,0,0,0,2,.129,.152,.161
J. Smith,1,0,0,0,0,0,1,.282,.348,.408
