player,ip,h,r,er,bb,k,hr,pc_st,era
A. Heaney,5.2,5,2,2,0,3,1,87-58,3.39
C. Shugart,0.1,0,0,0,0,0,0,3-2,3.42
T. Rainey,0.1,1,4,4,3,0,0,23-9,10.57
C. Ferguson,0.2,2,0,0,1,1,0,21-13,3.65
B. Ashcraft,1.0,0,0,0,0,2,0,15-10,0.00
