player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Holliday,5,0,3,1,0,0,1,.275,.323,.434
A. Rutschman,5,0,0,0,0,0,3,.206,.302,.339
G. Henderson,5,0,0,0,0,0,1,.254,.318,.435
R. Mountcastle,5,0,2,0,0,0,1,.239,.274,.342
J. Mateo,0,0,0,0,0,0,0,.196,.226,.255
R. O'Hearn,4,1,1,0,0,1,1,.338,.427,.550
R. Urias,3,1,1,0,0,1,0,.283,.343,.375
C. Mullins,4,2,2,0,0,0,2,.232,.324,.448
M. Handley,3,0,1,1,0,0,0,.071,.129,.071
E. Rivera,1,0,0,0,0,0,0,.259,.328,.293
C. Tromp,0,0,0,0,0,0,0,.000,.000,.000
D. Carlson,4,0,2,1,0,0,0,.190,.222,.357
