player,ip,h,r,er,bb,k,hr,pc_st,era
N. Pivetta,4.0,8,5,4,2,3,1,93-56,3.48
Y. Matsui,1.0,2,1,1,0,1,0,20-13,3.38
S. Reynolds,1.0,0,0,0,0,0,0,18-10,4.15
J. Estrada,1.1,0,0,0,0,1,0,10-8,2.08
A. Morejon,0.2,0,0,0,1,2,0,15-10,2.67
R. Suarez,1.0,0,0,0,0,1,0,10-8,1.78
W. Peralta,1.0,2,2,1,0,0,0,19-12,3.99
