player,ip,h,r,er,bb,k,hr,pc_st,era
D. Cease,4.0,5,2,2,2,7,0,91-55,4.81
A. Morejon,1.2,2,1,1,0,1,1,21-15,1.85
J. Adam,0.2,3,1,1,0,1,0,26-19,1.93
R. Suarez,1.2,1,0,0,0,3,0,24-17,2.95
K. Hart,1.0,0,0,0,0,1,0,10-8,5.71
