player,ip,h,r,er,bb,k,hr,pc_st,era
D. Cease,6.0,8,4,4,0,4,2,103-66,4.62
Y. Matsui,0.2,0,1,1,1,1,0,14-8,4.91
E. Nunez,0.1,1,0,0,2,0,0,21-11,0.00
W. Peralta,1.0,1,0,0,1,1,0,12-8,3.58
